Sample	 
56.06	375
56.08	375
56.1	150
56.12	225
56.14	600
56.16	975
56.18	525
56.2	300
56.22	300
56.24	525
56.26	900
56.28	300
56.3	375
56.32	225
56.34	375
56.36	525
56.38	300
56.4	375
56.42	525
56.44	225
56.46	375
56.48	600
56.5	600
56.52	450
56.54	525
56.56	375
56.58	150
56.6	900
56.62	600
56.64	600
56.66	675
56.68	825
56.7	525
56.72	675
56.74	900
56.76	1125
56.78	900
56.8	600
56.82	1050
56.84	975
56.86	1950
56.88	1650
56.9	1425
56.92	975
56.94	1425
56.96	750
56.98	1275
57	1200
57.02	975
57.04	1200
57.06	1425
57.08	975
57.1	900
57.12	375
57.14	900
57.16	525
57.18	1200
57.2	600
57.22	975
57.24	675
57.26	450
57.28	375
57.3	225
57.32	375
57.34	300
57.36	375
57.38	375
57.4	75
57.42	900
57.44	450
57.46	300
57.48	375
57.5	450
57.52	150
57.54	450
57.56	600
57.58	75
57.6	675
57.62	375
57.64	300
57.66	450
57.68	450
57.7	300
57.72	300
57.74	300
57.76	525
57.78	300
57.8	225
57.82	375
57.84	375
57.86	300
57.88	150
57.9	225
57.92	525
57.94	675
57.96	375
57.98	225
58	375
58.02	525
58.04	750
58.06	375
58.08	825
58.1	525
58.12	300
58.14	750
58.16	675
58.18	600
58.2	225
58.22	300
58.24	150
58.26	300
58.28	450
58.3	825
58.32	375
58.34	375
58.36	525
58.38	300
58.4	525
58.42	375
58.44	450
58.46	225
58.48	300
58.5	375
58.52	375
58.54	225
58.56	450
58.58	525
58.6	375
58.62	225
58.64	150
58.66	225
58.68	300
58.7	225
58.72	450
58.74	450
58.76	375
58.78	375
58.8	300
58.82	375
58.84	525
58.86	525
58.88	225
58.9	975
58.92	600
58.94	525
58.96	450
58.98	450
59	300
59.02	300
59.04	450
59.06	825
59.08	675
59.1	375
59.12	225
59.14	150
59.16	675
59.18	825
59.2	375
59.22	225
59.24	225
59.26	300
59.28	600
59.3	450
59.32	450
59.34	675
59.36	750
59.38	450
59.4	375
59.42	450
59.44	225
59.46	150
59.48	300
59.5	375
59.52	525
59.54	375
59.56	600
59.58	225
59.6	300
59.62	525
59.64	225
59.66	225
59.68	375
59.7	225
59.72	300
59.74	375
59.76	300
59.78	450
59.8	300
59.82	150
59.84	225
59.86	750
59.88	375
59.9	300
59.92	300
59.94	450
59.96	225
59.98	225
60	300
60.02	225
60.04	150
60.06	225
60.08	300
60.1	450
60.12	375
60.14	150
60.16	375
60.18	300
60.2	525
60.22	375
60.24	600
60.26	375
60.28	375
60.3	600
60.32	225
60.34	375
60.36	225
60.38	450
60.4	600
60.42	300
60.44	150
60.46	150
60.48	150
60.5	75
60.52	375
60.54	525
60.56	375
60.58	300
60.6	150
60.62	600
60.64	525
60.66	825
60.68	375
60.7	750
60.72	450
60.74	450
60.76	450
60.78	375
60.8	600
60.82	600
60.84	150
60.86	300
60.88	300
60.9	150
60.92	750
60.94	450
60.96	375
60.98	75
61	225
61.02	150
61.04	300
61.06	450
61.08	600
61.1	825
61.12	525
61.14	525
61.16	375
61.18	150
61.2	375
61.22	225
61.24	150
61.26	225
61.28	300
61.3	375
61.32	525
61.34	150
61.36	375
61.38	600
61.4	450
61.42	300
61.44	300
61.46	525
61.48	300
61.5	225
61.52	300
61.54	225
61.56	150
61.58	450
61.6	375
61.62	375
61.64	75
61.66	375
61.68	75
61.7	300
61.72	825
61.74	450
61.76	375
61.78	450
61.8	675
61.82	525
61.84	75
61.86	150
61.88	600
61.9	375
61.92	375
61.94	225
61.96	300
61.98	150
62	525
62.02	450
62.04	825
62.06	525
62.08	675
62.1	375
62.12	450
62.14	675
62.16	300
62.18	525
62.2	525
62.22	975
62.24	750
62.26	1050
62.28	1050
62.3	750
62.32	450
62.34	1275
62.36	975
62.38	1425
62.4	1200
62.42	1500
62.44	1350
62.46	1875
62.48	1350
62.5	1575
62.52	2100
62.54	1575
62.56	1575
62.58	1650
62.6	1125
62.62	1350
62.64	1275
62.66	900
62.68	1350
62.7	1725
62.72	1275
62.74	900
62.76	825
62.78	525
62.8	900
62.82	900
62.84	975
62.86	900
62.88	375
62.9	600
62.92	600
62.94	825
62.96	825
62.98	675
63	825
63.02	225
63.04	150
63.06	375
63.08	525
63.1	450
63.12	300
63.14	300
63.16	450
63.18	525
63.2	150
63.22	525
63.24	300
63.26	525
63.28	750
63.3	450
63.32	225
63.34	375
63.36	375
63.38	300
63.4	375
63.42	450
63.44	525
63.46	450
63.48	375
63.5	300
63.52	300
63.54	600
63.56	825
63.58	525
63.6	525
63.62	600
63.64	450
63.66	75
63.68	375
63.7	525
63.72	525
63.74	525
63.76	300
63.78	300
63.8	525
63.82	525
63.84	300
63.86	450
63.88	300
63.9	525
63.92	600
63.94	525
63.96	375
63.98	450
64	300
64.02	450
64.04	525
64.06	450
64.08	750
64.1	225
64.12	450
64.14	450
64.16	375
64.18	450
64.2	150
64.22	450
64.24	225
64.26	600
64.28	300
64.3	600
64.32	675
64.34	450
64.36	450
64.38	375
64.4	150
64.42	150
64.44	300
64.46	225
64.48	150
64.5	150
64.52	525
64.54	375
64.56	375
64.58	825
64.6	825
64.62	150
64.64	225
64.66	375
64.68	375
64.7	450
64.72	375
64.74	225
64.76	375
64.78	300
64.8	150
64.82	375
64.84	225
64.86	825
64.88	300
64.9	375
64.92	600
64.94	450
64.96	750
64.98	300
65	300
65.02	525
65.04	0
65.06	675
65.08	1050
65.1	450
65.12	300
65.14	300
65.16	300
65.18	450
65.2	300
65.22	300
65.24	375
65.26	375
65.28	150
65.3	375
65.32	450
65.34	225
65.36	150
65.38	375
65.4	450
65.42	450
65.44	225
65.46	150
65.48	375
65.5	450
65.52	450
65.54	450
65.56	525
65.58	225
65.6	300
65.62	225
65.64	225
65.66	300
65.68	675
65.7	375
65.72	375
65.74	300
65.76	375
65.78	450
65.8	525
65.82	375
65.84	675
65.86	375
65.88	600
65.9	225
65.92	450
65.94	600
65.96	300
65.98	450
66	300
66.02	375
66.04	450
66.06	450
66.08	300
66.1	450
66.12	675
66.14	300
66.16	300
66.18	525
66.2	300
66.22	300
66.24	225
66.26	300
66.28	450
66.3	300
66.32	600
66.34	750
66.36	450
66.38	300
66.4	450
66.42	375
66.44	450
66.46	375
66.48	450
66.5	300
66.52	225
66.54	300
66.56	150
66.58	525
66.6	750
66.62	300
66.64	300
66.66	525
66.68	300
66.7	300
66.72	150
66.74	375
66.76	300
66.78	375
66.8	375
66.82	300
66.84	300
66.86	300
66.88	300
66.9	600
66.92	825
66.94	150
66.96	300
66.98	375
67	300
67.02	450
67.04	375
67.06	600
67.08	450
67.1	300
67.12	225
67.14	150
67.16	375
67.18	525
67.2	375
67.22	225
67.24	450
67.26	150
67.28	450
67.3	675
67.32	675
67.34	375
67.36	300
67.38	450
67.4	225
67.42	450
67.44	150
67.46	450
67.48	600
67.5	300
67.52	150
67.54	375
67.56	600
67.58	150
67.6	600
67.62	750
67.64	525
67.66	825
67.68	375
67.7	675
67.72	375
67.74	900
67.76	825
67.78	450
67.8	375
67.82	600
67.84	450
67.86	300
67.88	375
67.9	450
67.92	300
67.94	375
67.96	225
67.98	825
68	525
68.02	375
68.04	225
68.06	300
68.08	375
68.1	300
68.12	75
68.14	375
68.16	525
68.18	525
68.2	450
68.22	525
68.24	150
68.26	300
68.28	750
68.3	375
68.32	225
68.34	75
68.36	375
68.38	225
68.4	375
68.42	675
68.44	525
68.46	450
68.48	600
68.5	225
68.52	375
68.54	300
68.56	300
68.58	300
68.6	525
68.62	450
68.64	600
68.66	600
68.68	300
68.7	300
68.72	375
68.74	525
68.76	300
68.78	225
68.8	450
68.82	450
68.84	525
68.86	750
68.88	375
68.9	675
68.92	450
68.94	600
68.96	525
68.98	600
69	450
69.02	525
69.04	525
69.06	600
69.08	75
69.1	600
69.12	375
69.14	450
69.16	600
69.18	300
69.2	150
69.22	300
69.24	450
69.26	450
69.28	600
69.3	375
69.32	1050
69.34	525
69.36	375
69.38	375
69.4	450
69.42	225
69.44	450
69.46	225
69.48	75
69.5	375
69.52	225
69.54	300
69.56	525
69.58	300
69.6	300
69.62	375
69.64	75
69.66	600
69.68	150
69.7	300
69.72	375
69.74	750
69.76	750
69.78	600
69.8	600
69.82	525
69.84	300
69.86	450
69.88	225
69.9	375
69.92	375
69.94	150
69.96	375
69.98	525
70	300
70.02	375
70.04	600
70.06	225
70.08	375
70.1	300
70.12	150
70.14	375
70.16	300
70.18	450
70.2	600
70.22	225
70.24	300
70.26	300
70.28	600
70.3	600
70.32	600
70.34	450
70.36	225
70.38	375
70.4	225
70.42	225
70.44	75
70.46	300
70.48	375
70.5	525
70.52	675
70.54	900
70.56	525
70.58	600
70.6	600
70.62	525
70.64	450
70.66	300
70.68	600
70.7	450
70.72	675
70.74	75
70.76	675
70.78	300
70.8	600
70.82	300
70.84	600
70.86	300
70.88	375
70.9	525
70.92	675
70.94	225
70.96	300
70.98	450
71	450
71.02	450
71.04	375
71.06	600
71.08	675
71.1	600
71.12	675
71.14	225
71.16	525
71.18	450
71.2	375
71.22	375
71.24	450
71.26	750
71.28	750
71.3	525
71.32	150
71.34	450
71.36	225
71.38	225
71.4	300
71.42	375
71.44	375
71.46	525
71.48	750
71.5	525
71.52	525
71.54	150
71.56	375
71.58	525
71.6	225
71.62	450
71.64	450
71.66	675
71.68	600
71.7	525
71.72	675
71.74	525
71.76	525
71.78	525
71.8	375
71.82	225
71.84	600
71.86	300
71.88	525
71.9	225
71.92	300
71.94	450
71.96	375
71.98	300
72	300
72.02	600
72.04	450
72.06	450
72.08	300
72.1	450
72.12	450
72.14	150
72.16	375
72.18	600
72.2	675
72.22	300
72.24	150
72.26	375
72.28	450
72.3	450
72.32	375
72.34	300
72.36	375
72.38	300
72.4	675
72.42	300
72.44	450
72.46	375
72.48	225
72.5	300
72.52	75
72.54	225
72.56	300
72.58	75
72.6	150
72.62	300
72.64	450
72.66	675
72.68	225
72.7	300
72.72	450
72.74	900
72.76	300
72.78	225
72.8	300
72.82	300
72.84	525
72.86	225
72.88	300
72.9	300
72.92	375
72.94	300
72.96	300
72.98	450
73	300
73.02	225
73.04	375
73.06	525
73.08	825
73.1	525
73.12	525
73.14	450
73.16	375
73.18	300
73.2	225
73.22	225
73.24	150
73.26	750
73.28	600
73.3	300
73.32	375
73.34	300
73.36	225
73.38	0
73.4	375
73.42	150
73.44	600
73.46	450
73.48	225
73.5	600
73.52	450
73.54	450
73.56	600
73.58	825
73.6	450
73.62	900
73.64	825
73.66	600
73.68	450
73.7	675
73.72	600
73.74	750
73.76	225
73.78	525
73.8	600
73.82	750
73.84	375
73.86	375
73.88	525
73.9	600
73.92	600
73.94	375
73.96	600
73.98	975
74	600
74.02	450
74.04	450
74.06	525
74.08	375
74.1	450
74.12	525
74.14	525
74.16	300
74.18	600
74.2	525
74.22	375
74.24	450
74.26	525
74.28	825
74.3	450
74.32	75
74.34	525
74.36	450
74.38	225
74.4	300
74.42	375
74.44	375
74.46	900
74.48	375
74.5	375
74.52	300
74.54	300
74.56	450
74.58	375
74.6	300
74.62	525
74.64	450
74.66	525
74.68	375
74.7	600
74.72	375
74.74	525
74.76	375
74.78	450
74.8	450
74.82	375
74.84	375
74.86	900
74.88	600
74.9	525
74.92	150
74.94	600
74.96	525
74.98	300
75	450
75.02	525
75.04	225
75.06	450
75.08	525
75.1	525
75.12	75
75.14	375
75.16	525
75.18	375
75.2	525
75.22	600
75.24	450
75.26	600
75.28	525
75.3	450
75.32	300
75.34	0
75.36	300
75.38	300
75.4	525
75.42	225
75.44	525
75.46	75
75.48	75
75.5	300
75.52	300
75.54	375
75.56	150
75.58	375
75.6	375
75.62	300
75.64	675
75.66	675
75.68	300
75.7	450
75.72	375
75.74	225
75.76	375
75.78	600
75.8	300
75.82	300
75.84	375
75.86	300
75.88	225
75.9	225
75.92	450
75.94	675
75.96	450
75.98	375
76	450
76.02	375
76.04	300
76.06	300
76.08	375
76.1	675
76.12	300
76.14	600
76.16	525
76.18	450
76.2	150
76.22	300
76.24	450
76.26	375
76.28	525
76.3	450
76.32	600
76.34	300
76.36	375
76.38	600
76.4	375
76.42	525
76.44	375
76.46	600
76.48	300
76.5	375
76.52	450
76.54	900
76.56	675
76.58	225
76.6	525
76.62	450
76.64	525
76.66	300
76.68	600
76.7	375
76.72	900
76.74	225
76.76	75
76.78	450
76.8	525
76.82	600
76.84	300
76.86	0
76.88	75
76.9	450
76.92	225
76.94	75
76.96	225
76.98	150
77	300
77.02	225
77.04	375
77.06	300
77.08	300
77.1	450
77.12	375
77.14	225
77.16	450
77.18	300
77.2	225
77.22	225
77.24	225
77.26	150
77.28	375
77.3	300
77.32	300
77.34	300
77.36	675
77.38	600
77.4	450
77.42	375
77.44	300
77.46	375
77.48	450
77.5	300
77.52	300
77.54	525
77.56	600
77.58	75
77.6	150
77.62	225
77.64	225
77.66	675
77.68	750
77.7	375
77.72	300
77.74	375
77.76	300
77.78	525
77.8	375
77.82	225
77.84	375
77.86	525
77.88	450
77.9	375
77.92	525
77.94	300
77.96	375
77.98	525
78	225
78.02	300
78.04	450
78.06	600
78.08	300
78.1	600
78.12	150
78.14	450
78.16	450
78.18	450
78.2	375
78.22	300
78.24	375
78.26	750
78.28	450
78.3	300
78.32	75
78.34	450
78.36	525
78.38	225
78.4	675
78.42	525
78.44	375
78.46	75
78.48	0
78.5	225
78.52	375
78.54	525
78.56	225
78.58	225
78.6	225
78.62	225
78.64	375
78.66	225
78.68	450
78.7	600
78.72	675
78.74	525
78.76	375
78.78	150
78.8	450
78.82	300
78.84	525
78.86	750
78.88	825
78.9	225
78.92	450
78.94	525
78.96	375
78.98	300
79	225
79.02	450
79.04	675
79.06	450
79.08	375
79.1	225
79.12	225
79.14	450
79.16	450
79.18	375
79.2	600
79.22	225
79.24	450
79.26	300
79.28	525
79.3	825
79.32	375
79.34	225
79.36	450
79.38	450
79.4	150
79.42	225
79.44	375
79.46	75
79.48	225
79.5	300
79.52	225
79.54	75
79.56	375
79.58	525
79.6	375
79.62	225
79.64	150
79.66	375
79.68	375
79.7	300
79.72	225
79.74	450
79.76	675
79.78	600
79.8	525
79.82	450
79.84	300
79.86	750
79.88	525
79.9	600
79.92	525
79.94	525
79.96	375
79.98	225
80	375
80.02	675
80.04	225
80.06	450
80.08	525
80.1	375
80.12	375
80.14	300
80.16	300
80.18	450
80.2	600
80.22	375
80.24	375
80.26	300
80.28	525
80.3	225
80.32	525
80.34	300
80.36	225
80.38	300
80.4	525
80.42	525
80.44	225
80.46	600
80.48	600
80.5	75
80.52	150
80.54	225
80.56	150
80.58	225
80.6	225
80.62	225
80.64	375
80.66	450
80.68	450
80.7	450
80.72	450
80.74	225
80.76	525
80.78	750
80.8	750
80.82	375
80.84	150
80.86	150
80.88	450
80.9	150
80.92	525
80.94	600
80.96	375
80.98	450
81	375
81.02	225
81.04	0
81.06	225
81.08	300
81.1	300
81.12	150
81.14	375
81.16	300
81.18	450
81.2	675
81.22	525
81.24	225
81.26	150
81.28	150
81.3	300
81.32	450
81.34	600
81.36	0
81.38	225
81.4	450
81.42	450
81.44	750
81.46	375
81.48	225
81.5	600
81.52	600
81.54	300
81.56	300
81.58	0
81.6	300
81.62	375
81.64	225
81.66	375
81.68	450
81.7	675
81.72	75
81.74	75
81.76	150
81.78	150
81.8	225
81.82	375
81.84	225
81.86	525
81.88	450
81.9	450
81.92	75
81.94	150
81.96	450
81.98	600
82	375
82.02	300
82.04	150
82.06	225
82.08	225
82.1	300
82.12	300
82.14	225
82.16	450
82.18	975
82.2	300
82.22	375
82.24	450
82.26	375
82.28	375
82.3	525
82.32	975
82.34	600
82.36	675
82.38	450
82.4	225
82.42	525
82.44	300
82.46	300
82.48	375
82.5	150
82.52	375
82.54	450
82.56	300
82.58	150
82.6	150
82.62	225
82.64	525
82.66	375
82.68	225
82.7	225
82.72	450
82.74	375
82.76	450
82.78	300
82.8	675
82.82	300
82.84	300
82.86	300
82.88	225
82.9	300
82.92	525
82.94	300
82.96	450
82.98	450
83	300
83.02	600
83.04	675
83.06	300
83.08	375
83.1	600
83.12	225
83.14	375
83.16	75
83.18	150
83.2	525
83.22	225
83.24	75
83.26	375
83.28	225
83.3	300
83.32	225
83.34	375
83.36	450
83.38	150
83.4	375
83.42	675
83.44	450
83.46	450
83.48	375
83.5	75
83.52	300
83.54	450
83.56	450
83.58	450
83.6	225
83.62	150
83.64	300
83.66	150
83.68	225
83.7	225
83.72	225
83.74	300
83.76	300
83.78	300
83.8	150
83.82	150
83.84	375
83.86	450
83.88	225
83.9	450
83.92	675
83.94	225
83.96	450
83.98	450
84	225
84.02	300
84.04	675
84.06	300
84.08	225
84.1	525
84.12	300
84.14	450
84.16	150
84.18	300
84.2	600
84.22	225
84.24	450
84.26	225
84.28	300
84.3	300
84.32	300
84.34	450
84.36	300
84.38	750
84.4	225
84.42	450
84.44	375
84.46	375
84.48	675
84.5	375
84.52	150
84.54	450
84.56	525
84.58	600
84.6	375
84.62	375
84.64	375
84.66	150
84.68	150
84.7	75
84.72	300
84.74	300
84.76	450
84.78	225
84.8	75
84.82	0
84.84	525
84.86	300
84.88	375
84.9	525
84.92	525
84.94	375
84.96	300
84.98	300
85	525
85.02	600
85.04	375
85.06	150
85.08	450
85.1	300
85.12	450
85.14	450
85.16	675
85.18	825
85.2	525
85.22	75
85.24	525
85.26	225
85.28	375
85.3	300
85.32	75
85.34	150
85.36	225
85.38	225
85.4	450
85.42	225
85.44	75
85.46	300
85.48	525
85.5	225
85.52	300
85.54	150
85.56	225
85.58	450
85.6	375
85.62	525
85.64	450
85.66	225
85.68	150
85.7	150
85.72	150
85.74	225
85.76	225
85.78	300
85.8	75
85.82	225
85.84	225
85.86	525
85.88	375
85.9	300
85.92	375
85.94	600
85.96	450
85.98	375
86	300
86.02	300
86.04	300
86.06	300
86.08	300
86.1	375
86.12	225
86.14	75
86.16	150
86.18	300
86.2	375
86.22	375
86.24	375
86.26	300
86.28	300
86.3	375
86.32	150
86.34	225
86.36	225
86.38	225
86.4	525
86.42	300
86.44	150
86.46	225
86.48	450
86.5	525
86.52	150
86.54	75
86.56	75
86.58	300
86.6	375
86.62	600
86.64	450
86.66	300
86.68	375
86.7	375
86.72	300
86.74	600
86.76	375
86.78	300
86.8	225
86.82	75
86.84	225
86.86	375
86.88	375
86.9	225
86.92	300
86.94	450
86.96	300
86.98	375
87	375
87.02	150
87.04	150
87.06	300
87.08	225
87.1	75
87.12	300
87.14	150
87.16	375
87.18	300
87.2	525
87.22	375
87.24	150
87.26	75
87.28	150
87.3	450
87.32	300
87.34	150
87.36	225
87.38	75
87.4	225
87.42	300
87.44	300
87.46	375
87.48	225
87.5	150
87.52	300
87.54	150
87.56	450
87.58	150
87.6	225
87.62	300
87.64	150
87.66	300
87.68	300
87.7	150
87.72	75
87.74	300
87.76	75
87.78	225
87.8	75
87.82	75
87.84	150
87.86	375
87.88	375
87.9	300
87.92	225
87.94	300
87.96	375
87.98	675
88	150
88.02	300
88.04	225
88.06	150
88.08	150
88.1	375
88.12	225
88.14	75
88.16	0
88.18	75
88.2	300
88.22	225
88.24	300
88.26	150
88.28	525
88.3	300
88.32	450
88.34	450
88.36	450
88.38	525
88.4	225
88.42	75
88.44	375
88.46	375
88.48	450
88.5	150
88.52	225
88.54	150
88.56	300
88.58	150
88.6	225
88.62	525
88.64	225
88.66	375
88.68	300
88.7	375
88.72	225
88.74	450
88.76	300
88.78	375
88.8	225
88.82	75
88.84	375
88.86	150
88.88	225
88.9	75
88.92	375
88.94	525
88.96	300
88.98	75
89	300
89.02	150
89.04	300
89.06	525
89.08	450
89.1	300
89.12	375
89.14	375
89.16	375
89.18	225
89.2	300
89.22	375
89.24	225
89.26	300
89.28	600
89.3	375
89.32	300
89.34	600
89.36	225
89.38	300
89.4	375
89.42	225
89.44	300
89.46	375
89.48	600
89.5	525
89.52	375
89.54	300
89.56	300
89.58	450
89.6	600
89.62	525
89.64	450
89.66	375
89.68	900
89.7	525
89.72	450
89.74	300
89.76	225
89.78	600
89.8	375
89.82	225
89.84	525
89.86	375
89.88	450
89.9	300
89.92	750
89.94	600
89.96	450
89.98	300
90	225

